"pair_key","doc_id","sentence_id","start","end","text","relation_type","LSF_entity","LSF_entity_start","LSF_entity_end","disease_entity","disease_entity_start","disease_entity_end","Data_Set","section","word_count","context_text","masked_context_text","context_word_count"
"30791842 6 T21_T22","30791842",6,837,1226,"Expert commentary: Current putative mechanisms include polycyclic aromatic hydrocarbons, nitrosamines, acetaldehyde, cyclo-oxygenase-2 pathways, androgen and their receptor levels, as well as smoking & alcohol, micronutrient deficiencies and diet, mycotoxins, thermal damage, oral hygiene and microbiotal factors, inhaled smoke, viral infections such as HPV, and chronic irritative states. ","no_relation","mycotoxins",1085,1094,"micronutrient deficiencies",1048,1073,"train-set","INTRODUCTION:",48,"This was supplemented by papers of interest known to the authors.  Expert commentary: Current putative mechanisms include polycyclic aromatic hydrocarbons, nitrosamines, acetaldehyde, cyclo-oxygenase-2 pathways, androgen and their receptor levels, as well as smoking & alcohol, micronutrient deficiencies and diet, mycotoxins, thermal damage, oral hygiene and microbiotal factors, inhaled smoke, viral infections such as HPV, and chronic irritative states.  Etiology is likely multifactorial and varies geographically. ","This was supplemented by papers of interest known to the authors.  Expert commentary: Current putative mechanisms include polycyclic aromatic hydrocarbons, nitrosamines, acetaldehyde, cyclo-oxygenase-2 pathways, androgen and their receptor levels, as well as smoking & alcohol,[OUTCOME]s and diet,[FACTOR]s, thermal damage, oral hygiene and microbiotal factors, inhaled smoke, viral infections such as HPV, and chronic irritative states.  Etiology is likely multifactorial and varies geographically.",66
"30791842 6 T21_T23","30791842",6,837,1226,"Expert commentary: Current putative mechanisms include polycyclic aromatic hydrocarbons, nitrosamines, acetaldehyde, cyclo-oxygenase-2 pathways, androgen and their receptor levels, as well as smoking & alcohol, micronutrient deficiencies and diet, mycotoxins, thermal damage, oral hygiene and microbiotal factors, inhaled smoke, viral infections such as HPV, and chronic irritative states. ","no_relation","smoke",1159,1163,"micronutrient deficiencies",1048,1073,"train-set","INTRODUCTION:",48,"This was supplemented by papers of interest known to the authors.  Expert commentary: Current putative mechanisms include polycyclic aromatic hydrocarbons, nitrosamines, acetaldehyde, cyclo-oxygenase-2 pathways, androgen and their receptor levels, as well as smoking & alcohol, micronutrient deficiencies and diet, mycotoxins, thermal damage, oral hygiene and microbiotal factors, inhaled smoke, viral infections such as HPV, and chronic irritative states.  Etiology is likely multifactorial and varies geographically. ","This was supplemented by papers of interest known to the authors.  Expert commentary: Current putative mechanisms include polycyclic aromatic hydrocarbons, nitrosamines, acetaldehyde, cyclo-oxygenase-2 pathways, androgen and their receptor levels, as well as smoking & alcohol,[OUTCOME]s and diet, mycotoxins, thermal damage, oral hygiene and microbiotal factors, inhaled[FACTOR]e, viral infections such as HPV, and chronic irritative states.  Etiology is likely multifactorial and varies geographically.",66
"30880336 1 T1_T25","30880336",1,1,120,"The antioxidant alpha-lipoic acid attenuates intermittent hypoxia-related renal injury in a mouse model of sleep apnea. ","controls","alpha-lipoic acid",17,33,"renal injury",75,86,"train-set","title",18," The antioxidant alpha-lipoic acid attenuates intermittent hypoxia-related renal injury in a mouse model of sleep apnea.  STUDY OBJECTIVES: Oxidative stress and inflammation are proposed to mediate kidney diseases that occur in patients with obstructive sleep apnea (OSA). ","The antioxidant[FACTOR]d attenuates intermittent hypoxia-related[OUTCOME]y in a mouse model of sleep apnea.  STUDY OBJECTIVES: Oxidative stress and inflammation are proposed to mediate kidney diseases that occur in patients with obstructive sleep apnea (OSA).",39
"30880336 10 T10_T26","30880336",10,1074,1146,"CONCLUSIONS: Treatment with LA prevents IH-induced renal injury in mice. ","prevents","LA",1102,1103,"renal injury",1125,1136,"train-set","CONCLUSIONS:",11,"Treatment with LA attenuated IH-induced glomerular hypertrophy and increased albuminuria.  CONCLUSIONS: Treatment with LA prevents IH-induced renal injury in mice.  LA may be a potential therapy for reducing renal dysfunction in patients with OSA. ","Treatment with LA attenuated IH-induced glomerular hypertrophy and increased albuminuria.  CONCLUSIONS: Treatment with[FACTOR]A prevents IH-induced[OUTCOME]y in mice.  LA may be a potential therapy for reducing renal dysfunction in patients with OSA.",36
"30880336 11 T11_T23","30880336",11,1147,1229,"LA may be a potential therapy for reducing renal dysfunction in patients with OSA. ","treats","LA",1147,1148,"renal dysfunction",1190,1206,"train-set","CONCLUSIONS:",14,"CONCLUSIONS: Treatment with LA prevents IH-induced renal injury in mice.  LA may be a potential therapy for reducing renal dysfunction in patients with OSA.  LA can also increase oxidative stress in healthy animals. ","CONCLUSIONS: Treatment with LA prevents IH-induced renal injury in mice. [FACTOR]A may be a potential therapy for reducing[OUTCOME]n in patients with OSA.  LA can also increase oxidative stress in healthy animals.",34
"30904394 10 T15_T18","30904394",10,1454,1655,"Different sleep parameters of sleep quality, time to sleep, and sleep consistency also significantly correlated with HbA1c, SMBG, and parent and child-reports of various aspects of diabetes management. ","no_relation","sleep quality",1484,1496,"diabetes",1635,1642,"train-set","RESULTS:",29,"When entered into a mediation model, diabetes management (SMBG frequency) completely mediated the relationship between sleep duration and glycemic control (HbA1c).  Different sleep parameters of sleep quality, time to sleep, and sleep consistency also significantly correlated with HbA1c, SMBG, and parent and child-reports of various aspects of diabetes management.  In particular, later bedtimes and a greater social jetlag predicted worse glycemic control. ","When entered into a mediation model, diabetes management (SMBG frequency) completely mediated the relationship between sleep duration and glycemic control (HbA1c).  Different sleep parameters of[FACTOR]y, time to sleep, and sleep consistency also significantly correlated with HbA1c, SMBG, and parent and child-reports of various aspects of[OUTCOME]s management.  In particular, later bedtimes and a greater social jetlag predicted worse glycemic control.",63
"30904394 10 T18_T30","30904394",10,1454,1655,"Different sleep parameters of sleep quality, time to sleep, and sleep consistency also significantly correlated with HbA1c, SMBG, and parent and child-reports of various aspects of diabetes management. ","no_relation","sleep consistency",1518,1534,"diabetes",1635,1642,"dev-set","RESULTS:",29,"When entered into a mediation model, diabetes management (SMBG frequency) completely mediated the relationship between sleep duration and glycemic control (HbA1c).  Different sleep parameters of sleep quality, time to sleep, and sleep consistency also significantly correlated with HbA1c, SMBG, and parent and child-reports of various aspects of diabetes management.  In particular, later bedtimes and a greater social jetlag predicted worse glycemic control. ","When entered into a mediation model, diabetes management (SMBG frequency) completely mediated the relationship between sleep duration and glycemic control (HbA1c).  Different sleep parameters of sleep quality, time to sleep, and[FACTOR]y also significantly correlated with HbA1c, SMBG, and parent and child-reports of various aspects of[OUTCOME]s management.  In particular, later bedtimes and a greater social jetlag predicted worse glycemic control.",63
"30904394 12 T21_T27","30904394",12,1748,1921,"CONCLUSIONS: In a sample of sleep deprived and poorly controlled youth with T1DM, diabetes management was an intermediary factor between sleep duration and glycemic control. ","no_relation","sleep duration",1885,1898,"T1DM",1824,1827,"train-set","CONCLUSIONS:",25,"In particular, later bedtimes and a greater social jetlag predicted worse glycemic control.  CONCLUSIONS: In a sample of sleep deprived and poorly controlled youth with T1DM, diabetes management was an intermediary factor between sleep duration and glycemic control.  Additional analyses of data supported circadian influences on glycemic control. ","In particular, later bedtimes and a greater social jetlag predicted worse glycemic control.  CONCLUSIONS: In a sample of sleep deprived and poorly controlled youth with[OUTCOME]M, diabetes management was an intermediary factor between[FACTOR]n and glycemic control.  Additional analyses of data supported circadian influences on glycemic control.",48
"30904394 14 T22_T23","30904394",14,2002,2154,"These results highlight the importance of addressing sleep duration, quality, and consistency as part of routine diabetes management in this population. ","statistical_association","sleep duration",2055,2068,"diabetes",2115,2122,"train-set","CONCLUSIONS:",21,"Additional analyses of data supported circadian influences on glycemic control.  These results highlight the importance of addressing sleep duration, quality, and consistency as part of routine diabetes management in this population.  ","Additional analyses of data supported circadian influences on glycemic control.  These results highlight the importance of addressing[FACTOR]n, quality, and consistency as part of routine[OUTCOME]s management in this population.",31
"30904394 14 T23_T31","30904394",14,2002,2154,"These results highlight the importance of addressing sleep duration, quality, and consistency as part of routine diabetes management in this population. ","statistical_association","quality",2071,2077,"diabetes",2115,2122,"train-set","CONCLUSIONS:",21,"Additional analyses of data supported circadian influences on glycemic control.  These results highlight the importance of addressing sleep duration, quality, and consistency as part of routine diabetes management in this population.  ","Additional analyses of data supported circadian influences on glycemic control.  These results highlight the importance of addressing sleep duration,[FACTOR]y, and consistency as part of routine[OUTCOME]s management in this population.",31
