"pair_key","doc_id","sentence_id","start","end","text","relation_type","LSF_entity","LSF_entity_start","LSF_entity_end","disease_entity","disease_entity_start","disease_entity_end","Data_Set","section","word_count","context_text","masked_context_text","context_word_count"
"33063173 9 T14_T17","33063173",9,1229,1368,"Additionally, patients with ADHD-combined had significantly higher mean values of motor activity and showed a significant delay in bedtime. ","positive_statistical_association","delay in bedtime",1351,1366,"ADHD",1257,1260,"test-set","",20,"Additionally, patients with ADHD-combined had significantly higher mean values of motor activity and showed a significant delay in bedtime. ","Additionally, patients with [OUTCOME]-combined had significantly higher mean values of motor activity and showed a significant [FACTOR].",20
"33063173 9 T14_T25","33063173",9,1229,1368,"Additionally, patients with ADHD-combined had significantly higher mean values of motor activity and showed a significant delay in bedtime. ","positive_statistical_association","motor activity",1311,1324,"ADHD",1257,1260,"test-set","",20,"Additionally, patients with ADHD-combined had significantly higher mean values of motor activity and showed a significant delay in bedtime. ","Additionally, patients with [OUTCOME]-combined had significantly higher mean values of [FACTOR] and showed a significant delay in bedtime.",20
"33082987 10 T11_T12","33082987",10,1227,1514,"The indirect effects in each model from obesity to problematic social media use, through both symptoms of anxiety and depression separately, were significant, B = .14, SE B = .05, confidence interval [0.055, .231] and B = .16, SE B = .07, confidence interval [0.018, .317], respectively. ","statistical_association","problematic social media use",1278,1305,"obesity",1267,1273,"test-set","Results:",43,"The indirect effects in each model from obesity to problematic social media use, through both symptoms of anxiety and depression separately, were significant, B = .14, SE B = .05, confidence interval [0.055, .231] and B = .16, SE B = .07, confidence interval [0.018, .317], respectively. ","The indirect effects in each model from [OUTCOME] to [FACTOR], through both symptoms of anxiety and depression separately, were significant, B = .14, SE B = .05, confidence interval [0.055, .231] and B = .16, SE B = .07, confidence interval [0.018, .317], respectively.",43
"33082987 10 T12_T17","33082987",10,1227,1514,"The indirect effects in each model from obesity to problematic social media use, through both symptoms of anxiety and depression separately, were significant, B = .14, SE B = .05, confidence interval [0.055, .231] and B = .16, SE B = .07, confidence interval [0.018, .317], respectively. ","positive_statistical_association","problematic social media use",1278,1305,"depression",1345,1354,"test-set","Results:",43,"The indirect effects in each model from obesity to problematic social media use, through both symptoms of anxiety and depression separately, were significant, B = .14, SE B = .05, confidence interval [0.055, .231] and B = .16, SE B = .07, confidence interval [0.018, .317], respectively. ","The indirect effects in each model from obesity to [FACTOR], through both symptoms of anxiety and [OUTCOME] separately, were significant, B = .14, SE B = .05, confidence interval [0.055, .231] and B = .16, SE B = .07, confidence interval [0.018, .317], respectively.",43
"33082987 10 T12_T21","33082987",10,1227,1514,"The indirect effects in each model from obesity to problematic social media use, through both symptoms of anxiety and depression separately, were significant, B = .14, SE B = .05, confidence interval [0.055, .231] and B = .16, SE B = .07, confidence interval [0.018, .317], respectively. ","positive_statistical_association","problematic social media use",1278,1305,"anxiety",1333,1339,"test-set","Results:",43,"The indirect effects in each model from obesity to problematic social media use, through both symptoms of anxiety and depression separately, were significant, B = .14, SE B = .05, confidence interval [0.055, .231] and B = .16, SE B = .07, confidence interval [0.018, .317], respectively. ","The indirect effects in each model from obesity to [FACTOR], through both symptoms of [OUTCOME] and depression separately, were significant, B = .14, SE B = .05, confidence interval [0.055, .231] and B = .16, SE B = .07, confidence interval [0.018, .317], respectively.",43
"33082987 11 T13_T14","33082987",11,1515,1664,"Conclusions: Young adults who present both with obesity and with symptoms of depression or anxiety are more at risk for problematic social media use. ","positive_statistical_association","problematic social media use",1635,1662,"obesity",1563,1569,"test-set","Conclusions:",24,"Conclusions: Young adults who present both with obesity and with symptoms of depression or anxiety are more at risk for problematic social media use. ","Conclusions: Young adults who present both with [OUTCOME] and with symptoms of depression or anxiety are more at risk for [FACTOR].",24
"33082987 11 T14_T18","33082987",11,1515,1664,"Conclusions: Young adults who present both with obesity and with symptoms of depression or anxiety are more at risk for problematic social media use. ","positive_statistical_association","problematic social media use",1635,1662,"depression",1592,1601,"test-set","Conclusions:",24,"Conclusions: Young adults who present both with obesity and with symptoms of depression or anxiety are more at risk for problematic social media use. ","Conclusions: Young adults who present both with obesity and with symptoms of [OUTCOME] or anxiety are more at risk for [FACTOR].",24
"33082987 11 T14_T22","33082987",11,1515,1664,"Conclusions: Young adults who present both with obesity and with symptoms of depression or anxiety are more at risk for problematic social media use. ","positive_statistical_association","problematic social media use",1635,1662,"anxiety",1606,1612,"test-set","Conclusions:",24,"Conclusions: Young adults who present both with obesity and with symptoms of depression or anxiety are more at risk for problematic social media use. ","Conclusions: Young adults who present both with obesity and with symptoms of depression or [OUTCOME] are more at risk for [FACTOR].",24
"33082987 2 T23_T3","33082987",2,141,295,"Background: Obesity has been associated with problematic internet use or internet use characterized by impulsivity, dependence, risk taking or impairment. ","statistical_association","problematic internet use",186,209,"Obesity",153,159,"test-set","Background:",20,"Background: Obesity has been associated with problematic internet use or internet use characterized by impulsivity, dependence, risk taking or impairment. ","Background: [OUTCOME] has been associated with [FACTOR] or internet use characterized by impulsivity, dependence, risk taking or impairment.",20
"33082987 4 T7_T8","33082987",4,493,702,"Objective: The purpose of this study was to explore the relationship between obesity and problematic social media use and to test symptoms of anxiety and depression as potential mediators of this relationship. ","no_relation","problematic social media use",582,609,"obesity",570,576,"train-set","Objective:",32,"Objective: The purpose of this study was to explore the relationship between obesity and problematic social media use and to test symptoms of anxiety and depression as potential mediators of this relationship. ","Objective: The purpose of this study was to explore the relationship between [OUTCOME] and [FACTOR] and to test symptoms of anxiety and depression as potential mediators of this relationship.",32
"33082987 9 T10_T9","33082987",9,1067,1226,"Reporting obesity was positively associated with reporting increased levels of problematic social media use, B = 1.15, SE B = .32, t(1, 4938) = 3.59, p < .001. ","positive_statistical_association","problematic social media use",1146,1173,"obesity",1077,1083,"test-set","Results:",25,"Reporting obesity was positively associated with reporting increased levels of problematic social media use, B = 1.15, SE B = .32, t(1, 4938) = 3.59, p < .001. ","Reporting [OUTCOME] was positively associated with reporting increased levels of [FACTOR], B = 1.15, SE B = .32, t(1, 4938) = 3.59, p < .001.",25
"33114268 1 T1_T21","33114268",1,1,121,"The Impact of FTO Genetic Variants on Obesity and Its Metabolic Consequences is Dependent on Daily Macronutrient Intake. ","no_relation","Macronutrient",100,112,"Obesity",39,45,"test-set","title",18,"The Impact of FTO Genetic Variants on Obesity and Its Metabolic Consequences is Dependent on Daily Macronutrient Intake. ","The Impact of FTO Genetic Variants on [OUTCOME] and Its Metabolic Consequences is Dependent on Daily [FACTOR] Intake.",18
